youtube_id,label
5a9JvkzFItI_000000_000010,tickling
E2mB_L5wvF8_000004_000014,tapping_guitar
_5sOEUyMq0M_000025_000035,playing_accordion
RCHVpgruiu8_000009_000019,dribbling_basketball
NMYOtBGA1VQ_000007_000017,playing_trombone
6iGH-3Ig_l0_000000_000010,bowling
KgJ1O5C-pI4_000001_000011,playing_trombone
H10EZphKG7w_000013_000023,tap_dancing
bpAtBm1Mnms_000224_000234,playing_guitar
2r3CnyMtHec_000065_000075,tapping_pen
WRaMPH7Bk3c_000004_000014,stomping_grapes
RInXUty9SoI_000018_000028,playing_saxophone
ddwEoq3KphI_000015_000025,singing
VWJTfRlfAH0_000022_000032,playing_piano
FUgERWFUrOA_000104_000114,playing_clarinet
gCt0Xj3GTDc_000094_000104,shoveling_snow
eieTxynuER8_000008_000018,playing_trumpet
0tQKbIfaBoA_000003_000013,playing_bass_guitar
UZdU4ZavMOI_000003_000013,blowing_out_candles
NE9WBFE-glo_000001_000011,playing_harmonica
fbvF2fFklqM_000025_000035,mowing_lawn
emJ6zoMUyIA_000042_000052,playing_guitar
Ccl-wN0fTJk_000071_000081,singing
MOa2fe-fP_0_000084_000094,playing_drums
NsQkrY9Tcl0_000004_000014,laughing
4TZDHJn2DGE_000105_000115,playing_trombone
ZJ6lN1Y9ec4_000155_000165,tapping_guitar
PpC4kPd5KfA_000133_000143,bowling
XOH00ay-cxk_000000_000010,playing_xylophone
Dc_sFmNLMHk_000012_000022,blowing_out_candles
Vy1MIDXCeW4_000058_000068,playing_harmonica
Ej-h3Iq8n84_000172_000182,laughing
MNgQiGshDcw_000002_000012,playing_xylophone
dPODKqxtlXc_000054_000064,playing_saxophone
PTcX4E7ODT4_000476_000486,playing_clarinet
NNNk3xdW3HU_000105_000115,playing_trumpet
JNa53FCKVc0_000020_000030,bowling
G1QYk_NT6_s_000024_000034,bowling
ZSqE2_-76mw_000160_000170,tap_dancing
1kgFsFFxsQ8_000076_000086,playing_clarinet
RjuQ7NR9JRs_000149_000159,chopping_wood
1rxpVuUORA0_000009_000019,tap_dancing
Qt9457wngII_000188_000198,dribbling_basketball
IwtYsvoMW64_000000_000010,dribbling_basketball
5d8dpclgEkI_000001_000011,playing_harmonica
TWTEoE1QWDQ_000101_000111,playing_bass_guitar
2Delt3QUFkY_000176_000186,tapping_pen
3YBGpevfc00_000079_000089,dribbling_basketball
gN1s8e8iNFY_000000_000010,mowing_lawn
K3sE55c36Ag_000004_000014,playing_piano
So69719Jo70_000020_000030,bowling
XSu5dteR2Ko_000013_000023,playing_harmonica
K4TMpwQOXnM_000057_000067,laughing
O8pbfj5KkaI_000325_000335,playing_clarinet
PqfkfYofhqo_000020_000030,playing_harmonica
_7d78UQBpNk_000011_000021,chopping_wood
E2XhUvPriOU_000054_000064,playing_harmonica
MJK6_-D-7hk_000006_000016,shuffling_cards
QzLvpqBry3g_000184_000194,playing_violin
0RpOfc9ERm8_000037_000047,playing_bass_guitar
1W_KSb8rQm4_000001_000011,blowing_out_candles
Omh3VV-3keg_000009_000019,playing_drums
ereVNShRt2U_000107_000117,playing_drums
CwMQEmwgPaA_000052_000062,playing_harmonica
A4k00DaLlNU_000062_000072,bowling
d5i1gBlPCjM_000137_000147,playing_drums
3gZn4KWZhL4_000000_000010,playing_piano
G6cHBN-hf0Y_000248_000258,shuffling_cards
U865g2tzmv4_000001_000011,shoveling_snow
WNH5L6ArSNU_000004_000014,mowing_lawn
8fr2aR2DlDE_000015_000025,playing_keyboard
KuqgwKXEIKU_000084_000094,tap_dancing
InR2Hh30lHs_000000_000010,blowing_nose
0W9deLvCCQk_000003_000013,blowing_out_candles
6onWZ_TWIZQ_000105_000115,tickling
DSfH2_5UC_U_000040_000050,tapping_pen
EW-eaX5Ss6Q_000004_000014,playing_piano
ZGoiqlHNyxA_000015_000025,playing_harmonica
4dlO1IMlptM_000023_000033,playing_violin
JowQG1e0Rjw_000146_000156,dribbling_basketball
TyJCYAfgL_k_000033_000043,tapping_pen
LMhzGWKLWdk_000008_000018,playing_piano
MEthJ16GOig_000079_000089,shuffling_cards
4tgozIhJfbY_000001_000011,playing_xylophone
311ZHmI9QL4_000105_000115,shuffling_cards
ddX52bTJVjc_000208_000218,playing_guitar
TXWqJSLntiY_000004_000014,playing_organ
5_hPnY45s7M_000000_000010,playing_bagpipes
E6wfaR-7QAM_000132_000142,playing_guitar
aZD2qUvg0pQ_000010_000020,laughing
3G0KZ9Pwa30_000624_000634,playing_piano
JXxGPSdPyNk_000000_000010,mowing_lawn
DTGxQf_1eqA_000005_000015,tap_dancing
WBpmZLBBv-s_000019_000029,blowing_out_candles
gQIxn7MtB2Q_000007_000017,playing_xylophone
V4-dr9Gu8n8_000001_000011,shoveling_snow
GbBKnZoROMk_000187_000197,playing_clarinet
URTlFWeksuk_000091_000101,playing_violin
X859XQm-Kxw_000421_000431,playing_keyboard
eM0FUowh19c_000070_000080,tapping_guitar
WZH_qnlSPj4_000011_000021,singing
ZkBd8hud-3A_000067_000077,blowing_out_candles
fT78eNbwPn4_000004_000014,playing_xylophone
13WXyYwjMNA_000000_000010,playing_violin
4Tom9GQYRhw_000003_000013,playing_organ
e8hloQzn0to_000172_000182,tapping_pen
frxtC-4Uxsg_000147_000157,playing_bass_guitar
U7YkkQ2fAjM_000080_000090,stomping_grapes
HO1xuuozDPM_000004_000014,ripping_paper
HgOlLJL1UoY_000052_000062,blowing_out_candles
F-JlQxPu3co_000048_000058,singing
SR7CpC5wHJM_000076_000086,playing_guitar
Qnvz3QbnKTI_000002_000012,mowing_lawn
6zYV4tnXU3k_000515_000525,playing_saxophone
G373nt2anik_000002_000012,playing_guitar
ZlyT-AJiXfI_000003_000013,playing_trumpet
NER5QqliiM4_000020_000030,blowing_out_candles
P_uSW80GlP0_000145_000155,playing_piano
6F65QlahSL4_000000_000010,playing_guitar
c_gTGQBLUC0_000073_000083,tap_dancing
V76csyVac0s_000022_000032,playing_trumpet
QgIcIIVGTWM_000075_000085,playing_violin
FL-p4_aI6pY_000105_000115,playing_bass_guitar
5RMwhk8Gzdo_000113_000123,stomping_grapes
cnbbOIFULRI_000012_000022,playing_harmonica
ghG-bQtp7UQ_000069_000079,playing_drums
ZmAwui3any0_000031_000041,playing_keyboard
LaRXbnKvwSo_000016_000026,stomping_grapes
IujWQouRui4_000092_000102,laughing
dpZT6wUL-_I_000047_000057,playing_trumpet
_1Imx7_g92w_000035_000045,playing_guitar
fatrxk9C4EQ_000000_000010,dribbling_basketball
VRPAAwXDC4g_000004_000014,playing_harmonica
Uelov8pxTm0_000015_000025,shuffling_cards
3-fWjk4X7xY_000213_000223,tapping_pen
HbbnLS_WiYI_000079_000089,bowling
Z7oLhMNcTvU_000026_000036,laughing
OAfHveS6cMw_000085_000095,tap_dancing
7XpkILef2vw_000038_000048,mowing_lawn
IcNETywuQ9E_000140_000150,playing_violin
cfrDJ9fMEWg_000046_000056,tap_dancing
YZ7x8-cmeG8_000247_000257,playing_trombone
GtwcNHSR0Bg_000023_000033,blowing_out_candles
QaH5_C0FlIE_000020_000030,blowing_out_candles
K2wtB0eXk_4_000007_000017,shuffling_cards
GVZ41Jz4pxw_000002_000012,playing_piano
h6uU_jzAkbU_000057_000067,dribbling_basketball
5ZUaZTE1S44_000132_000142,playing_trombone
MFxE0ap39VA_000085_000095,playing_keyboard
3NAWlrD7Kwk_000045_000055,shuffling_cards
08giIwmGdqs_000004_000014,singing
7nkKmKuuehw_000005_000015,shuffling_cards
3KKD75lI_OM_000057_000067,mowing_lawn
EDq7dC63-EI_000007_000017,ripping_paper
JfOGeCIJMpo_000090_000100,playing_saxophone
gCGuqxwO5ds_000005_000015,shoveling_snow
CnE3q5MasHA_000088_000098,playing_violin
Tc17FW9UVfE_000027_000037,tickling
JFQdhtrhEIQ_000026_000036,tickling
3iWeov7FRlo_000029_000039,playing_organ
8nbXvZJ3OS0_000003_000013,blowing_nose
OfWjMBBCD88_000013_000023,blowing_out_candles
0RQ2zAcFfvA_000182_000192,playing_trumpet
gKeNHn36R3k_000000_000010,playing_clarinet
TzGG_XBiFFk_000034_000044,dribbling_basketball
FuKe3tcMqto_000162_000172,playing_saxophone
AwbInAggOOA_000110_000120,mowing_lawn
Ds4hs2Za-NE_000037_000047,tickling
USVRiBK6C6U_000000_000010,playing_bass_guitar
6-VHN9Tl9kw_000226_000236,playing_drums
5FrsOFo9Xsg_000924_000934,playing_clarinet
Gkd5uh2HFY8_000045_000055,laughing
AE3RrQv2Rxo_000091_000101,laughing
essRoH7xSHY_000676_000686,playing_clarinet
ZtinGBb7bWI_000003_000013,mowing_lawn
4z8HTrCvEsc_000105_000115,tap_dancing
_OlH-M97EIg_000009_000019,playing_clarinet
ZKzXuAG7rmw_000050_000060,shuffling_cards
Y4bVrRt8WDM_000050_000060,playing_drums
h5cMZsBGNWU_000002_000012,blowing_out_candles
Nv8g8Fu-FHk_000136_000146,playing_clarinet
G_0uSU8b0LM_000009_000019,bowling
2bz3WZ1cQA0_000046_000056,bowling
drPcYht-AIc_000192_000202,playing_harmonica
O-kypg_vVcQ_000131_000141,playing_piano
3WfX6JqdVx4_000061_000071,singing
H0aQqogDGJ4_000024_000034,playing_clarinet
JTIBVvfwJsM_000031_000041,blowing_out_candles
-EiGTBZm9qo_000014_000024,shuffling_cards
d-Ny3eN2054_000047_000057,playing_saxophone
QN9rubEfAg4_000028_000038,tap_dancing
-A3A2GgRkyQ_000002_000012,dribbling_basketball
1d39ZJ25hgc_000019_000029,playing_trumpet
ZiXIiUTweH8_000029_000039,tap_dancing
45th535mj0Q_000023_000033,playing_drums
MtFHibrSDMw_000134_000144,playing_guitar
HWqD_JdmOK8_000000_000010,bowling
CunP48AVYb0_000004_000014,chopping_wood
bKMWZ17xE8s_000251_000261,playing_trombone
Z4xxrrisUco_000120_000130,singing
Tj4-cZN4tkI_000095_000105,shoveling_snow
dLkuLsHaaz8_000018_000028,ripping_paper
P7Wn6s-JsDs_000009_000019,shuffling_cards
HiaxN4pJ_Sg_000120_000130,tapping_pen
RjQ-NM_dCEE_000002_000012,playing_harmonica
Rlnlg4TakAM_000032_000042,playing_organ
5Znrg3KdfX4_000055_000065,tap_dancing
f9c-AIqKrGk_000006_000016,playing_violin
VhH5Yzkmjp0_000125_000135,tapping_pen
4iEtLj_0yB4_000091_000101,playing_guitar
TZLf80ikpks_000266_000276,playing_violin
a5wqajTmaXA_000309_000319,playing_bass_guitar
J-sp5Tnj3ko_000042_000052,dribbling_basketball
WareYBKqbzs_000157_000167,playing_violin
d98ETEiYSAM_000062_000072,playing_piano
MXmBsjUnH0c_000025_000035,playing_bass_guitar
BPudyboGWzc_000276_000286,playing_drums
LT2sf2QrCiI_000000_000010,playing_violin
CaTQOpief8I_000003_000013,playing_guitar
CCDB3CZUgS0_000006_000016,playing_bass_guitar
XWk3ozkhw2c_000078_000088,playing_saxophone
2wGmNe4rwW0_000068_000078,tapping_guitar
EcAeymj8v2U_000003_000013,blowing_out_candles
dGQZeff9GhU_000006_000016,playing_violin
HNgJve4dv2Y_000145_000155,playing_trumpet
gD44D-2TsE8_000014_000024,blowing_out_candles
V8jxyJXXBbQ_000000_000010,playing_organ
4Xz4OSGt9sw_000140_000150,playing_organ
SC3fIFJhrFc_000002_000012,playing_xylophone
h8jRIyx5tAM_000034_000044,tap_dancing
fKSORtIbiQM_000029_000039,playing_accordion
58GPGceze6M_000183_000193,tapping_pen
PFT0gErTjrQ_000006_000016,shoveling_snow
9MiGcXX_pOM_000043_000053,tapping_guitar
bbAyVsjdO_A_000149_000159,laughing
BwpS-0NafGg_000028_000038,playing_accordion
9pfP8r1ZcWU_000000_000010,tap_dancing
BaXPOuhw6Co_000039_000049,blowing_out_candles
LsqXIT_yB94_000002_000012,playing_organ
7wMubUpETTE_000100_000110,tapping_guitar
KePjANsq3HM_000067_000077,bowling
gAJvo5gpKM4_000167_000177,shuffling_cards
J7bVmJjSkm0_000075_000085,tapping_pen
HofQK0Ee78w_000001_000011,mowing_lawn
IaHhTjduSjA_000002_000012,tapping_guitar
FHl22zYLDSc_000004_000014,playing_trumpet
-LmFPtnbal0_000008_000018,chopping_wood
UgoOh_7SZSM_000045_000055,playing_organ
CC7q_VhUEuM_000033_000043,playing_harmonica
CyRHYVDLzzo_000008_000018,blowing_out_candles
OlJO3WNWRNo_000085_000095,playing_guitar
8Omi5OKO2h0_000004_000014,singing
Jx_Hx70zVkI_000290_000300,singing
AQgkbHRFR2s_000039_000049,playing_bass_guitar
KZvtBRqBABw_000003_000013,playing_accordion
XTgLBGu3L-Q_000018_000028,playing_organ
2KlA2Ssd5Bg_000015_000025,playing_trombone
9zS5IXVc4uI_000004_000014,playing_piano
YX5UozDIuDU_000029_000039,singing
_zr8TML07KQ_000005_000015,playing_organ
fxPd4zoj0wU_000088_000098,playing_organ
JinwvpzMwkM_000029_000039,playing_drums
DiGFLbKEq18_000102_000112,bowling
QoHOc1C4H0o_000267_000277,playing_clarinet
Dz4_wTZU5kg_000000_000010,bowling
ObhlPPwncxI_000021_000031,chopping_wood
fO7zvMOA5RE_000038_000048,shoveling_snow
dNQik_iL440_000188_000198,playing_accordion
WclwDN2-czQ_000004_000014,blowing_out_candles
0gl7ftgE-LU_000195_000205,playing_guitar
Qf27zM3-aSc_000021_000031,blowing_out_candles
IvEPfozbfzo_000087_000097,playing_guitar
XRJU4ASJdec_000004_000014,playing_accordion
8-gR3EerzO8_000016_000026,blowing_nose
T6oPbpkbvsY_000006_000016,playing_trombone
LHYHGvHNMLo_000001_000011,playing_accordion
PFYDIw4-hW4_000536_000546,playing_violin
aW1uRB4c2fI_000047_000057,playing_bagpipes
Uigc3OZ6Lso_000028_000038,singing
ZjMCiZ4M1po_000036_000046,dribbling_basketball
EvUS3xdUE9k_000011_000021,tapping_pen
37AImhES_IU_000021_000031,playing_bagpipes
VDD6MtuZuPU_000004_000014,playing_xylophone
DAdTfPYgBIc_000111_000121,tickling
GtgYUjK6jQY_000035_000045,playing_guitar
-l2yvybjqhI_000034_000044,tickling
62I5M9jwJEA_000007_000017,playing_xylophone
cpQe4Mo7v8k_000008_000018,stomping_grapes
D_ZSrrNQb14_000006_000016,tapping_guitar
3B92JWYZkQU_000026_000036,playing_keyboard
BdR8wL6QkbM_000344_000354,tapping_guitar
Xi46jFzEsJ4_000012_000022,blowing_nose
1W0UMeQUbV0_000002_000012,tap_dancing
OcfcTiRkYNc_000126_000136,playing_bagpipes
ScZAUtVAShI_000016_000026,playing_trombone
VrT8zyx0moI_000004_000014,shoveling_snow
0qXt8zULXJw_000022_000032,mowing_lawn
MHu1xkU7oxo_000000_000010,shoveling_snow
PO8i_AK9ngI_000002_000012,playing_piano
-lJzDCqh_CI_000012_000022,shoveling_snow
DUnB-InKQAk_000013_000023,dribbling_basketball
Ummxiz5RFuE_000022_000032,playing_trumpet
SNH-WQjZSsE_000020_000030,playing_harmonica
5SYvdXQ0jC8_000102_000112,stomping_grapes
EtV6RzLCBlU_000173_000183,playing_guitar
KdlhbSn6TQs_000219_000229,playing_bass_guitar
QFd9kfV3cp0_000000_000010,chopping_wood
K-AyeJSTOKs_000072_000082,playing_drums
39RjPTDKz4U_000035_000045,shuffling_cards
UQW-33FjDOc_000031_000041,blowing_out_candles
9-eveJdVJqc_000013_000023,playing_bass_guitar
cb0On-k-BPY_000008_000018,playing_piano
aA6n18krh2I_000195_000205,playing_bass_guitar
-3lhp17hpGw_000083_000093,shuffling_cards
cg8z0lLrKz8_000034_000044,playing_trumpet
A67DsnZCaEU_000120_000130,playing_piano
YX5Mn0viq-M_000112_000122,singing
DHwfOHIk08U_000034_000044,chopping_wood
AyccjmQs19I_000008_000018,playing_violin
DpOskMwh4Fo_000307_000317,playing_guitar
QR8GDcRL6RU_000000_000010,chopping_wood
ZeAtvxd42pA_000034_000044,playing_saxophone
aD6qCmkr3YM_000015_000025,mowing_lawn
0zFAutMx200_000026_000036,playing_harmonica
e-bL9LND6B4_000001_000011,tickling
Tk6Cd93L7cM_000279_000289,playing_clarinet
fXZCNyjL_v0_000297_000307,bowling
R6Gkk1-5hO8_000539_000549,laughing
R5Stvk8v98k_000002_000012,singing
DlFBY8VvQxw_000035_000045,mowing_lawn
RYWL463xfQg_000369_000379,tapping_guitar
L8HLYDltTH4_000034_000044,blowing_out_candles
GhP0YhPrv_A_000045_000055,tapping_guitar
2TOLKx-1kNs_000013_000023,blowing_out_candles
NJ_om3COSo4_000016_000026,shoveling_snow
KXwc5Ti3py8_000027_000037,tap_dancing
6uwhWdx25Ds_000005_000015,ripping_paper
cqc3snLAxeA_000806_000816,ripping_paper
QAPK1zIxV7A_000003_000013,playing_bass_guitar
9IGKZJgYt2M_000000_000010,playing_piano
dF4jpY1p8Qc_000028_000038,playing_drums
DDMbffKHy3Q_000018_000028,ripping_paper
XsQGS1I4nUA_000057_000067,bowling
2RSsFUscsTA_000002_000012,playing_trombone
IkkH7tMztZY_000201_000211,playing_drums
Y3ndheELSi8_000040_000050,singing
6wmdFWU8Y-E_000001_000011,shuffling_cards
0TTDwMdPeZU_000001_000011,blowing_out_candles
A-93KTyw7i8_000056_000066,playing_guitar
8pUPHDXTNL4_000006_000016,playing_bagpipes
ZfX1UPakfa4_000065_000075,chopping_wood
AIru-L6N_MA_000048_000058,stomping_grapes
cRaNs3g7T9g_000000_000010,playing_violin
UopsscdweAc_000047_000057,playing_harmonica
Qv4MmSEXVtw_000074_000084,playing_drums
1hAguxnlD38_000016_000026,blowing_out_candles
IN0HvWZJe3c_000153_000163,playing_organ
DKKRZgnzoMA_000016_000026,blowing_nose
QxubCl1KKDw_000013_000023,playing_saxophone
YJ2yJD-insA_000099_000109,chopping_wood
4rl9oQBCNtQ_000001_000011,playing_bagpipes
0Hr1KO_XVK4_000090_000100,mowing_lawn
dU3-oh0im4Y_000020_000030,bowling
9fLKcfCUFs4_000044_000054,playing_harmonica
DoI9b99kXOM_000001_000011,chopping_wood
1_jCOf5tTrc_000013_000023,playing_guitar
5nOGINuRe4M_000532_000542,mowing_lawn
2-G24ec9g_c_000023_000033,blowing_nose
Su4lmen8WZs_000284_000294,playing_clarinet
bGq1qqXz5KQ_000118_000128,playing_bass_guitar
b6yJeXfmhm4_000136_000146,playing_drums
PMwTTSdx-4M_000012_000022,tapping_guitar
0_tNR_eU_Ss_000168_000178,singing
KJV6khjON9s_000060_000070,playing_xylophone
8AEhuk846F8_000083_000093,playing_clarinet
R_8xwBq7AoI_000079_000089,playing_xylophone
BM9w93BuuBk_000000_000010,bowling
N79M53Ql0O0_000001_000011,tapping_guitar
XugjHc5VCvU_000217_000227,playing_bass_guitar
0jVfElwRIQ8_000195_000205,shoveling_snow
aEFYi0OHXL0_000004_000014,playing_piano
WIqKSWTbtuc_000029_000039,playing_violin
gpgfbakmmfU_000074_000084,playing_bagpipes
0pznVln9yhw_000024_000034,ripping_paper
14vkNiEiVY0_000001_000011,dribbling_basketball
6sBKSz35U10_000049_000059,playing_organ
e-_b84pJNkM_000008_000018,bowling
TtUg9u1OoRY_000016_000026,tap_dancing
8pzf_3mztGE_000210_000220,playing_bass_guitar
EqLQ8wt7MjQ_000041_000051,bowling
YddiM3dvCk4_000218_000228,playing_guitar
GN69lok98PA_000278_000288,playing_bass_guitar
FJMggkm-PrQ_000001_000011,playing_bagpipes
ax4dfvT9hEA_000069_000079,playing_clarinet
Qt4V8FyLpHo_000017_000027,blowing_out_candles
K7Pr1aEeWcU_000158_000168,playing_clarinet
6o-RAlLeAes_000010_000020,shoveling_snow
SUv0RD0-R0o_000001_000011,playing_trombone
8qavH7izpZ8_000247_000257,tap_dancing
I8jiWmaWcO4_000043_000053,tapping_guitar
QldhKqSXvTE_000039_000049,playing_trombone
JMWa-C9Vvhg_000070_000080,playing_guitar
-OpCe8xgLGo_000018_000028,mowing_lawn
VyNAmELaN64_000002_000012,playing_trumpet
dm_C2qaBwFc_000005_000015,mowing_lawn
I5Lnqtao6Ng_000057_000067,tapping_pen
JF8QVwA6-Rs_000026_000036,playing_harmonica
8B3sbsmuEeI_000048_000058,blowing_nose
XbIcxeRM_3o_000052_000062,playing_keyboard
T_D5l8rQwvk_000000_000010,playing_bagpipes
5EI4HejtUuU_000210_000220,playing_bagpipes
gKJrqbpnlqE_000061_000071,bowling
gv7p7QZxmu4_000092_000102,laughing
1xUcNMhYwjI_000005_000015,playing_keyboard
8dIRKyHJ4Dc_000149_000159,playing_trombone
W3kTO-BsHI8_000086_000096,tap_dancing
fxwljOXG8TA_000044_000054,chopping_wood
MF-HGKvGa10_000001_000011,ripping_paper
NgpW7lCmnEQ_000054_000064,playing_accordion
a4SzbxoBD04_000041_000051,playing_bass_guitar
IU6I_43kjL4_000031_000041,playing_guitar
Mr-INCbvcJY_000000_000010,tapping_guitar
VgyC-63AdzA_000122_000132,playing_bass_guitar
UAZ42dU_scs_000015_000025,playing_xylophone
MGgFt4v5aDg_000233_000243,bowling
1oo-I_6vXYk_000000_000010,tapping_guitar
eHyut4-_FuE_000040_000050,playing_xylophone
BEqjNmroFj0_000206_000216,singing
ZqNLXTwN1r8_000076_000086,playing_organ
W0aHacwUZMk_000034_000044,playing_bagpipes
4eGTDraVFcQ_000039_000049,singing
IMvx2OokWpU_000010_000020,playing_bagpipes
YTAxisdUlDI_000000_000010,dribbling_basketball
9q_v2_hDE0Q_000011_000021,dribbling_basketball
QEj1pb5IkVQ_000153_000163,dribbling_basketball
Y3XciVymhGo_000002_000012,shoveling_snow
O2axmR1i5kU_000002_000012,singing
aDhwLaVUw90_000004_000014,ripping_paper
52pDdjsBGqM_000053_000063,playing_bass_guitar
WltxhmSdcTw_000038_000048,tap_dancing
-gZeSY1XHHA_000091_000101,playing_violin
THggcTYe1_I_000156_000166,mowing_lawn
a0eeSa7o9Ec_000016_000026,playing_guitar
g3EopacZato_000037_000047,playing_clarinet
Cnstc671TRA_000028_000038,singing
J4JqWEZmUco_000015_000025,tapping_pen
JXJ5Bem1ktY_000001_000011,mowing_lawn
HjjsVmLOdBU_000024_000034,blowing_out_candles
hHhlWqOuEHc_000014_000024,stomping_grapes
Hn1ZslLXips_000033_000043,chopping_wood
aolfBFGZq30_000048_000058,playing_harmonica
McmEPpNk3i0_000023_000033,playing_drums
Cq8NbvEOd3E_000035_000045,laughing
U3FJq0tuU-s_000074_000084,playing_bass_guitar
d4UPBCKdhvc_000230_000240,playing_clarinet
PcC2yLdxxHo_000005_000015,shoveling_snow
Gzd-PYnV-xs_000011_000021,playing_bass_guitar
JfcZrkIaEvA_000003_000013,playing_accordion
