youtube_id,label
0PS5dpjl7Vk,"Male speech, man speaking"
-4p4mZRIJ1s,"Male speech, man speaking"
-JDu_58J-vY,"Male speech, man speaking"
--HuBNHXu9I,"Male speech, man speaking"
0Bq0HyHm6_8,"Male speech, man speaking"
0z5DjT0a860,"Male speech, man speaking"
0Te4VzJujsw,"Male speech, man speaking"
-BQU6akf0qQ,"Male speech, man speaking"
0BtXs8pJmOg,"Male speech, man speaking"
0f7iF3vw50Y,"Male speech, man speaking"
-q4HLzyMUxc,"Male speech, man speaking"
-nJIexRFfVQ,"Male speech, man speaking"
-JZQwilSX9k,"Male speech, man speaking"
-t03ktje7jE,"Male speech, man speaking"
-NhJg_6k9CU,"Male speech, man speaking"
0EJFXZmK4LM,"Male speech, man speaking"
04Q-e-iNVi8,"Male speech, man speaking"
-oLwINFIPQs,"Male speech, man speaking"
0-aEZiPFkzE,"Male speech, man speaking"
-s3-Hnlvr3c,"Male speech, man speaking"
-wRJDykO59w,"Male speech, man speaking"
-YpRG5qEj-A,"Male speech, man speaking"
0-tUz87_uLU,"Male speech, man speaking"
17AsI52QIx8,"Male speech, man speaking"
03tTdPYjDbI,"Male speech, man speaking"
0teEyWmhLj4,"Male speech, man speaking"
-LvLoYGVfX4,"Male speech, man speaking"
0HGsJff6DOo,"Male speech, man speaking"
-lyM-5oOCjI,"Male speech, man speaking"
-QmzOJHDwH8,"Male speech, man speaking"
0doFG6PA1vs,"Male speech, man speaking"
0MosKyMBihk,"Male speech, man speaking"
0qPqcZFmwEQ,"Male speech, man speaking"
00vW6hUFKRQ,"Male speech, man speaking"
-_TT79lrHvU,"Male speech, man speaking"
-3rT1s94s3c,"Male speech, man speaking"
0Qt3f3Mj2Gs,"Male speech, man speaking"
-oQdrnUIhVw,"Male speech, man speaking"
-tmrgIt90mA,"Male speech, man speaking"
0g_yL-_a0k8,"Male speech, man speaking"
0wl59FGpEIw,"Male speech, man speaking"
-1UcysYcIKg,"Male speech, man speaking"
11RPJloKKWw,"Male speech, man speaking"
-DynYB9o5yg,"Male speech, man speaking"
0giAfYq9oVM,"Male speech, man speaking"
0JDc79hZo5k,"Male speech, man speaking"
-W_RCk7aPOg,"Male speech, man speaking"
-q_9x5bLKyM,"Male speech, man speaking"
0Gr7r7oTlqo,"Male speech, man speaking"
-hChcJAh5N0,"Male speech, man speaking"
-9R4WPSKE3Q,"Male speech, man speaking"
-ipvocZCWjs,"Male speech, man speaking"
0jK24ewcIdE,"Male speech, man speaking"
0X_M1R4YwP4,"Male speech, man speaking"
0MekMqiPc3A,"Male speech, man speaking"
-2xvB13pgTY,"Male speech, man speaking"
-E-Bd2J7Efo,"Male speech, man speaking"
0_p7OHdHpiM,"Male speech, man speaking"
-v_0rhBaWfQ,"Male speech, man speaking"
0SbjiZgDK-M,"Male speech, man speaking"
03Uae8NuzNE,"Male speech, man speaking"
-eF_bRS5kP0,"Male speech, man speaking"
16z_7p3kOQw,"Male speech, man speaking"
-sWYVL21pew,"Male speech, man speaking"
0yjCNGc9Nrs,"Male speech, man speaking"
0nqBKZrV_4o,"Male speech, man speaking"
0i24WckNCeE,"Male speech, man speaking"
0Jm6aODb5JQ,"Male speech, man speaking"
0SLli-eh_Dw,"Male speech, man speaking"
092mHVjlvaM,"Male speech, man speaking"
-tw8rn9BZ7o,"Male speech, man speaking"
-dqRTbErvlU,"Male speech, man speaking"
131FX2gFLiE,"Male speech, man speaking"
0NYUK2Ba3eA,"Male speech, man speaking"
13FuRK9C3Yc,"Male speech, man speaking"
-nJBHEz-3ls,"Male speech, man speaking"
7KSXUptBBYQ,Bark
N-UeTwaW5UQ,Bark
M7hcb2v2Z_0,Bark
CULZ1SLVGss,Bark
As5Pqpb3fsg,Bark
DRSiR-dkmU8,Bark
FsTXNxD8M2A,Bark
B9C0Op7MmkM,Bark
FVIFuRVAF5U,Bark
L19JIkJveBA,Bark
Joa_c5pYD7Y,Bark
077_m7wNT3I,Bark
7jUSEnnh5Ew,Bark
EIy5p1Xdgxs,Bark
MXBgLjHZcHA,Bark
2xobBryGD3A,Bark
2_ljDKHdv6g,Bark
N4QGTrobCxs,Bark
HdOeLKqorQU,Bark
03LzjpuHPT0,Bark
-nvJc7KvBJ8,Bark
2R8c_BR_kSQ,Bark
FM23Hwa0JxI,Bark
1uSavuICk1M,Bark
2Pdig-LaQo0,Bark
KibkO30TIGQ,Bark
E_1Asfq8it4,Bark
6e0_dUsCsVU,Bark
652KFi0iYBc,Bark
LyUDAW2U9Z8,Bark
FUDwqBG3YaQ,Bark
J3_Q0qL3raQ,Bark
FIzJB8UAB7s,Bark
2QKUFwKvRbA,Bark
MkJuGDph-1k,Bark
8VFNMp5K9zM,Bark
Hdu21U_FVs8,Bark
8ElyGpd6vcM,Bark
-P6nEMyReaE,Bark
9De2rgypTfo,Bark
C1EZ_2Fm1O4,Bark
J_lweeqInQo,Bark
6IiL4MF0Z0s,Bark
36xzrUTlmKw,Bark
CTwZONeLVrM,Bark
3KALVyKRScs,Bark
8B0fnWSFtyQ,Bark
JJAwEOQr7Co,Bark
BaT_gnccoF4,Bark
I89oTOuj1Ew,Bark
1H2XD5lUp8w,Bark
MpMwOWkg1u4,Bark
4gyda6wcww0,Bark
3mV_kzIAfb8,Bark
7a-SlB-TV9o,Bark
J0p_joNdGe0,Bark
KgKMe6oIkJc,Bark
F3AsQHJE5E0,Bark
0kTHgSzQkfw,Bark
5C2Ogf7efdU,Bark
Ao4ls4kFejw,Bark
E0IxV6UEqZ8,Bark
NDsC25x_gUI,Bark
MM9O504q7Zc,Bark
5eMCEnwZkcY,Bark
1wJoXRIRBfI,Bark
EvHgP6eSPxo,Bark
3iYj8V-OxJM,Bark
K6F1sogt46U,Bark
84Fw-jojR6E,Bark
6o8Iq_QBZoQ,Bark
-9YohOxYZ0Q,Bark
JBFvyolYWfA,Bark
CNxIeasZD74,Bark
12lHWBzDR9E,Bark
NOy1JrCodP8,Bark
BWPAtch_Xvg,Bark
Az3L_C6lAN0,Bark
Lj3XXQvlbRg,Bark
BJkDuJ2Q3uo,Bark
HeLXU0sydjA,Bark
MWFQerde_h8,Bark
DuYDDdcT-DM,Bark
B6kHGmBYycY,Bark
Eytilpo3UhE,Bark
J-Igx1Ucy-Y,Bark
8gYX8XhEOyg,Bark
CZVMFTPG_RE,Bark
6IKre5MZpAQ,Bark
NeWW30WZjPc,Bark
3xbAoVtkinI,Bark
5pSsC39eUHw,Bark
3k06yhK3sfk,Bark
IXAL71JiSAI,Bark
3nWeAosWK40,Bark
E0sj3IDKZME,Bark
F2qTJjE0pUc,Bark
7Hn6I8Sxr2c,Bark
GmetnCLxFHE,Bark
7MWwLEBjki8,Bark
K-VceyH2f6c,Bark
BHdi8AH1McE,Bark
-5rnGk2e1ao,Bark
0eaVWAwYCyU,Bark
8Jil7lxOl3w,Bark
CTMn3L0C5kI,Bark
8x8WnIpPisw,Bark
5KEPA_ORiVI,Bark
DxXFfGtu2zQ,Bark
2uRe-e8RVEM,Bark
Iwz2CW1hsVI,Bark
-XZsrkx1QTg,Bark
BhO04bUXL54,Bark
5-xKnAigQnA,Bark
I-1qF2Aa-uQ,Bark
H_bgPn81rww,Bark
L1wGG8KdOIw,Bark
6Flj55tSIQE,Bark
8C3AADRMw-4,Bark
4AYySiliYAw,Bark
1KZ0cJhqmW4,Bark
DAa3RlRYqus,Bark
6ExUE6V95Tw,Bark
LPmkUnCv6ow,Bark
4xW7mL-QIQw,Bark
Hbbfhs4R31c,Bark
0pxLE0wNx-I,Bark
JnvJwrYVeJA,Bark
-84CyEpynsY,Bark
B24WpHI9NBE,Bark
LEcrcFHKb-I,Bark
CalrtHAXuqs,Bark
BKRWEAYxHg0,Bark
E1FHRl3Qv_o,Bark
5hoASlZuPeQ,Bark
2QhjPJv7ido,Bark
HA9yvpvCI7o,Bark
8zL4trFJ1LY,"Fixed-wing aircraft, airplane"
0ws3LwMB9ns,"Fixed-wing aircraft, airplane"
JY26Uaws4DI,"Fixed-wing aircraft, airplane"
6VDVoRwopWE,"Fixed-wing aircraft, airplane"
Cvq5cPBfeRI,"Fixed-wing aircraft, airplane"
8laqrpkzTKU,"Fixed-wing aircraft, airplane"
GqFSNyW1Iis,"Fixed-wing aircraft, airplane"
Dzu7hVtOiFM,"Fixed-wing aircraft, airplane"
KLjwk9s6XsQ,"Fixed-wing aircraft, airplane"
8DxT_XyaT9w,"Fixed-wing aircraft, airplane"
G_R-8h08GKk,"Fixed-wing aircraft, airplane"
AAd3ZzKX1kg,"Fixed-wing aircraft, airplane"
Fc266wAbj_4,"Fixed-wing aircraft, airplane"
1dGmguC1hJk,"Fixed-wing aircraft, airplane"
Ip9JKi2ffg8,"Fixed-wing aircraft, airplane"
1AfXFAf3trQ,"Fixed-wing aircraft, airplane"
BRQVmM6fSak,"Fixed-wing aircraft, airplane"
-8MpVkOt4Hk,"Fixed-wing aircraft, airplane"
-iAUOrx_4Hw,"Fixed-wing aircraft, airplane"
J8DZ-gyauXg,"Fixed-wing aircraft, airplane"
KIFXOrj3lp0,"Fixed-wing aircraft, airplane"
4cuwf0Sq7lE,"Fixed-wing aircraft, airplane"
DynoOMg9Mvw,"Fixed-wing aircraft, airplane"
Cu-W6A6FRPc,"Fixed-wing aircraft, airplane"
1Co8vdldU2A,"Fixed-wing aircraft, airplane"
5Xy6dks_Zjw,"Fixed-wing aircraft, airplane"
5Mo7W3FN6ms,"Fixed-wing aircraft, airplane"
5_Gi8Bv8wZE,"Fixed-wing aircraft, airplane"
HNm214SkJPM,"Fixed-wing aircraft, airplane"
5-I8cdKmRCc,"Fixed-wing aircraft, airplane"
8vkOYo3ha1Y,"Fixed-wing aircraft, airplane"
3bZhLPACkUc,"Fixed-wing aircraft, airplane"
C7aKHANH3Sc,"Fixed-wing aircraft, airplane"
2xF7HatK22k,"Fixed-wing aircraft, airplane"
C3q2vSaKlHM,"Fixed-wing aircraft, airplane"
DO6HpMTSkF4,"Fixed-wing aircraft, airplane"
ACNFqxv_A0Q,"Fixed-wing aircraft, airplane"
B58-khpq9Qs,"Fixed-wing aircraft, airplane"
G5dYqqk97dI,"Fixed-wing aircraft, airplane"
2DsqCMYTVOQ,"Fixed-wing aircraft, airplane"
8q5l9_OSl_A,"Fixed-wing aircraft, airplane"
IuiGNyXXZaE,"Fixed-wing aircraft, airplane"
55k2oh0wtug,"Fixed-wing aircraft, airplane"
49ugTlJOSlc,"Fixed-wing aircraft, airplane"
2coSAx95GQU,"Fixed-wing aircraft, airplane"
3sV2UltJaKk,"Fixed-wing aircraft, airplane"
FlIOhn_oQLM,"Fixed-wing aircraft, airplane"
4nFtdiPKmZ0,"Fixed-wing aircraft, airplane"
EtwTPin7I1Q,"Fixed-wing aircraft, airplane"
-6oO5OktZVk,"Fixed-wing aircraft, airplane"
DBKdnHyDp5U,"Fixed-wing aircraft, airplane"
66_1TQ1FsT4,"Fixed-wing aircraft, airplane"
FQpo_whik1o,"Fixed-wing aircraft, airplane"
BCzr2lsLulY,"Fixed-wing aircraft, airplane"
0vWh6Knoer8,"Fixed-wing aircraft, airplane"
0rOrlLPYRzQ,"Fixed-wing aircraft, airplane"
12jPv5y32w0,"Fixed-wing aircraft, airplane"
-Mb3QaClyJI,"Fixed-wing aircraft, airplane"
CN0m9JCu4qA,"Fixed-wing aircraft, airplane"
5j9AJOlOzJI,"Fixed-wing aircraft, airplane"
EtdNyMsl1f4,"Fixed-wing aircraft, airplane"
CNB87LiLXso,"Fixed-wing aircraft, airplane"
Ie2KkAvU1zU,"Fixed-wing aircraft, airplane"
5BRITqoxrJ4,"Fixed-wing aircraft, airplane"
AdovQEX-Jco,"Fixed-wing aircraft, airplane"
-ZxXzLFFqAA,"Fixed-wing aircraft, airplane"
DRJL6tJFS98,"Fixed-wing aircraft, airplane"
FPIVRAQI9Ao,"Fixed-wing aircraft, airplane"
5qRMgTBO9NU,"Fixed-wing aircraft, airplane"
8bOXqESYb8o,"Fixed-wing aircraft, airplane"
-7hEpq9YLs8,"Fixed-wing aircraft, airplane"
E9jM9yUBZew,"Fixed-wing aircraft, airplane"
H9zD1nVSw9g,"Fixed-wing aircraft, airplane"
D8C_w71_4KY,"Fixed-wing aircraft, airplane"
I-KEgJSZ4c8,"Fixed-wing aircraft, airplane"
CI6A-TGvlRo,"Fixed-wing aircraft, airplane"
7633eW447cg,"Fixed-wing aircraft, airplane"
EY3fFSkPbaA,"Fixed-wing aircraft, airplane"
Es0nAaj9eaA,"Fixed-wing aircraft, airplane"
6qupraZ3Nag,"Fixed-wing aircraft, airplane"
40RKegr9zk8,"Fixed-wing aircraft, airplane"
1Qdk6W5OaVo,"Fixed-wing aircraft, airplane"
6cc_-n_lKiA,"Fixed-wing aircraft, airplane"
HTJLR3jbYTg,"Fixed-wing aircraft, airplane"
7brboN4nzcE,"Fixed-wing aircraft, airplane"
21BlW-li2Q4,"Fixed-wing aircraft, airplane"
0QPmJcB7MZU,"Fixed-wing aircraft, airplane"
2NRNCVQRJWs,"Fixed-wing aircraft, airplane"
CtdG32YHaTA,"Fixed-wing aircraft, airplane"
HQ6bw3Eou1U,"Fixed-wing aircraft, airplane"
1xKLPsJx7E0,"Fixed-wing aircraft, airplane"
BTVyXZR_iHM,"Fixed-wing aircraft, airplane"
-SuOK31Shjo,"Fixed-wing aircraft, airplane"
-Kj41tZzwUk,"Fixed-wing aircraft, airplane"
2F-k_NG5Nbo,"Fixed-wing aircraft, airplane"
3PxyZDi24Hc,"Fixed-wing aircraft, airplane"
3Xb3gGBvUBY,"Fixed-wing aircraft, airplane"
E99gGotJmUE,"Fixed-wing aircraft, airplane"
56KgxEF8yrU,"Fixed-wing aircraft, airplane"
36I3i529AiQ,"Fixed-wing aircraft, airplane"
JKJCpS-ejTs,"Fixed-wing aircraft, airplane"
4CzHeROJhNc,"Fixed-wing aircraft, airplane"
6nakxDQFBlI,"Fixed-wing aircraft, airplane"
2yKeNe31rpU,"Fixed-wing aircraft, airplane"
-LmeyyQrsCA,"Fixed-wing aircraft, airplane"
1Kd1eUeaKdQ,"Fixed-wing aircraft, airplane"
4X5rKJYvVfU,"Fixed-wing aircraft, airplane"
7o74RiDSb_M,"Fixed-wing aircraft, airplane"
5CC4RUxyCCI,"Fixed-wing aircraft, airplane"
JH9DchBimmE,"Fixed-wing aircraft, airplane"
4vird5nc6ik,"Fixed-wing aircraft, airplane"
052ec29Owas,"Fixed-wing aircraft, airplane"
Jt2ycIPZ2uU,"Fixed-wing aircraft, airplane"
Dc1MkxD0vME,"Fixed-wing aircraft, airplane"
8SQPfoFvUpY,"Fixed-wing aircraft, airplane"
-Tm1A0YWcY0,"Fixed-wing aircraft, airplane"
1QLdlIqDyHA,"Fixed-wing aircraft, airplane"
HyAGOtC2wtM,"Fixed-wing aircraft, airplane"
HLqhkZAW0K8,"Fixed-wing aircraft, airplane"
ESEEIPdBkog,"Fixed-wing aircraft, airplane"
-hFfhRVMYj0,"Fixed-wing aircraft, airplane"
Hp9Xg_DWJoQ,"Fixed-wing aircraft, airplane"
95jht_g3AXc,"Fixed-wing aircraft, airplane"
5nZu6QpfG0g,"Fixed-wing aircraft, airplane"
EMYgFKAZyf8,"Fixed-wing aircraft, airplane"
3qOK68-L2cU,"Fixed-wing aircraft, airplane"
58YmBQRlM0k,"Fixed-wing aircraft, airplane"
3p-N9U8C8gw,"Fixed-wing aircraft, airplane"
IvO1zqoBXAA,"Fixed-wing aircraft, airplane"
BjKc3RcWnM4,"Fixed-wing aircraft, airplane"
1Hdxp8W6IV0,"Fixed-wing aircraft, airplane"
F0Hr4Fy89f0,"Fixed-wing aircraft, airplane"
IOBbVjG2IC8,"Fixed-wing aircraft, airplane"
7wv251gTz9g,"Fixed-wing aircraft, airplane"
AQvhFMkI51Y,"Fixed-wing aircraft, airplane"
36ifFEokXgQ,"Fixed-wing aircraft, airplane"
9fjgGUKumyM,"Fixed-wing aircraft, airplane"
D2BfXuSxZLg,"Fixed-wing aircraft, airplane"
ANcBSwpwbZc,"Fixed-wing aircraft, airplane"
JBjsk5ha-Y4,"Fixed-wing aircraft, airplane"
BuVVYGQmC_I,"Fixed-wing aircraft, airplane"
2f0JKXfTPrE,"Fixed-wing aircraft, airplane"
BgIPAH8GV4E,"Fixed-wing aircraft, airplane"
GjDwrcfeZvc,"Fixed-wing aircraft, airplane"
AT5-AmmWlJI,"Fixed-wing aircraft, airplane"
KVZ3Yq-RGg4,"Fixed-wing aircraft, airplane"
-UX39TNCoJk,"Fixed-wing aircraft, airplane"
8wJGJIqr_eU,"Fixed-wing aircraft, airplane"
1ZeXHvqcMRE,"Race car, auto racing"
-WsmwJzAgLo,"Race car, auto racing"
2Jnv4ouZEEw,"Race car, auto racing"
-Nh8B2B_lPU,"Race car, auto racing"
4K8P4BoufRM,"Race car, auto racing"
4DFCW3aPDcY,"Race car, auto racing"
3Jfh4vUaw18,"Race car, auto racing"
3As6JHFBlVg,"Race car, auto racing"
4xudimm40HY,"Race car, auto racing"
5IRu9K0yzxQ,"Race car, auto racing"
-WwAxd-BBrs,"Race car, auto racing"
22olCB3wQaA,"Race car, auto racing"
6u_CZHfvlWQ,"Race car, auto racing"
7wtsszJc6V8,"Race car, auto racing"
446Sa0G5xCA,"Race car, auto racing"
4dSzEEFUMxM,"Race car, auto racing"
44sFddUuZDM,"Race car, auto racing"
3N_MqBnppv0,"Race car, auto racing"
3obLPXCKYpM,"Race car, auto racing"
2MK_wQr3Msw,"Race car, auto racing"
4Yti-J4YrX4,"Race car, auto racing"
7ZGjZTmhklA,"Race car, auto racing"
6QipAjvqRgI,"Race car, auto racing"
3lbqsEFf4Qw,"Race car, auto racing"
48OZxhWjepk,"Race car, auto racing"
3LgI2wLOgVE,"Race car, auto racing"
3HmqJtS2q2Y,"Race car, auto racing"
1hA5COzE6sY,"Race car, auto racing"
2JaOuIcH_2U,"Race car, auto racing"
-iWt2y7orGc,"Race car, auto racing"
5apSJFQBrOc,"Race car, auto racing"
1qJMhqDhaqU,"Race car, auto racing"
3Nwo_WKoHwk,"Race car, auto racing"
7iseubFVGVQ,"Race car, auto racing"
5QJ8SOQQZ7c,"Race car, auto racing"
8KskMOm3vDE,"Race car, auto racing"
4WfMsMlZgFk,"Race car, auto racing"
6KO3eMyEeOg,"Race car, auto racing"
6MST-YckqQ0,"Race car, auto racing"
-kOR7aKjFZw,"Race car, auto racing"
5LAmVOm_sx4,"Race car, auto racing"
7sByY3EL3bY,"Race car, auto racing"
6-qpfoByoa4,"Race car, auto racing"
5JSDRgTCt7M,"Race car, auto racing"
4Y_NJx-p_wQ,"Race car, auto racing"
0fM0Ssy2QPo,"Race car, auto racing"
7NUqdE-24VA,"Race car, auto racing"
-ltM8L2kktU,"Race car, auto racing"
-afoF2aiV0w,"Race car, auto racing"
6hL8HNIGdcY,"Race car, auto racing"
3ibg2eaD2jo,"Race car, auto racing"
1LAknnlMGEA,"Race car, auto racing"
5e_TRzVOHLo,"Race car, auto racing"
2zCcsxgX2_0,"Race car, auto racing"
8QDaWF7Ps6A,"Race car, auto racing"
3bbswz0Yzkg,"Race car, auto racing"
2S5BMgtCq7Q,"Race car, auto racing"
-n2EQH6q-2w,"Race car, auto racing"
5rI2La8NG7w,"Race car, auto racing"
-sdUv_DC28k,"Race car, auto racing"
5WVAcBwifo8,"Race car, auto racing"
8-sPfzsLr2k,"Race car, auto racing"
5G-0Rma9gJU,"Race car, auto racing"
57fIhnZBDeI,"Race car, auto racing"
-G7eX4G5Frc,"Race car, auto racing"
3Y5XYAlo4ME,"Race car, auto racing"
1bjZQVkbOdY,"Race car, auto racing"
-jwhbq9xZp8,"Race car, auto racing"
7dlXw9MV9U0,"Race car, auto racing"
